id,answer
2998,171
2999,164
3000,162
3001,164
3002,178
3003,180
3004,173
3005,188
3006,152
3007,163
3008,150
3009,180
3010,158
3011,160
3012,154
3013,154
3014,151
3015,151
3016,176
3017,162
3018,167
3019,168
3020,182
3021,151
3022,153
3023,155
3024,157
3025,172
3026,151
3027,150
3028,153
3029,172
3030,154
3031,164
3032,182
3033,155
3034,156
3035,170
3036,152
3037,162
3038,159
3039,173
3040,160
3041,175
3042,153
3043,174
3044,159
3045,176
3046,174
3047,184
3048,159
3049,151
3050,188
3051,170
3052,172
3053,169
3054,181
3055,185
3056,171
3057,184
3058,180
3059,171
3060,186
3061,174
3062,170
3063,184
3064,162
3065,180
3066,181
3067,164
3068,161
3069,156
3070,188
3071,150
3072,187
3073,162
3074,153
3075,165
3076,186
3077,171
3078,158
3079,187
3080,187
3081,182
3082,162
3083,179
3084,162
3085,165
3086,178
3087,176
3088,188
3089,163
3090,188
3091,180
3092,170
3093,164
3094,167
3095,154
3096,159
3097,182
3098,179
3099,164
3100,164
3101,181
3102,167
3103,160
3104,181
3105,182
3106,153
3107,183
3108,181
3109,164
3110,188
3111,177
3112,176
3113,187
3114,178
3115,160
3116,150
3117,158
3118,169
3119,168
3120,186
3121,158
3122,168
3123,150
3124,178
3125,152
3126,168
3127,180
3128,173
3129,178
3130,183
3131,179
3132,167
3133,186
3134,164
3135,180
3136,159
3137,186
3138,170
3139,188
3140,157
3141,151
3142,186
3143,181
3144,162
3145,168
3146,164
3147,181
3148,188
3149,185
3150,188
3151,154
3152,168
3153,170
3154,185
3155,162
3156,187
3157,162
3158,152
3159,158
3160,187
3161,181
3162,171
3163,152
3164,156
3165,154
3166,162
3167,156
3168,174
3169,151
3170,150
3171,180
3172,166
3173,175
3174,164
3175,154
3176,157
3177,153
3178,182
3179,156
3180,160
3181,172
3182,188
3183,186
3184,154
3185,153
3186,181
3187,186
3188,185
3189,175
3190,155
3191,171
3192,154
3193,172
3194,170
3195,171
3196,157
3197,151
3198,170
3199,179
3200,184
3201,158
3202,159
3203,187
3204,153
3205,151
3206,185
3207,171
3208,175
3209,167
3210,161
3211,178
3212,156
3213,186
3214,162
3215,162
3216,184
3217,171
3218,167
3219,158
3220,170
3221,161
3222,184
3223,188
3224,169
3225,173
3226,181
3227,166
3228,151
3229,153
3230,170
3231,183
3232,153
3233,151
3234,178
3235,187
3236,173
3237,174
3238,161
3239,153
3240,162
3241,184
3242,183
3243,171
3244,164
3245,151
3246,181
3247,154
3248,172
3249,169
3250,155
3251,150
3252,171
3253,163
3254,181
3255,162
3256,160
3257,151
3258,172
3259,172
3260,170
3261,179
3262,164
3263,188
3264,160
3265,187
3266,185
3267,155
3268,188
3269,173
3270,153
3271,168
3272,175
3273,163
3274,158
3275,157
3276,172
3277,162
3278,163
3279,170
3280,166
3281,183
3282,175
3283,173
3284,167
3285,171
3286,151
3287,174
3288,150
3289,165
3290,168
3291,181
3292,184
3293,157
3294,157
3295,153
3296,157
3297,167
3298,184
3299,164
3300,161
3301,164
3302,160
3303,170
3304,170
3305,185
3306,169
3307,158
3308,170
3309,155
3310,179
3311,154
3312,162
3313,159
3314,158
3315,156
3316,187
3317,172
3318,167
3319,151
3320,187
3321,176
3322,188
3323,162
3324,184
3325,159
3326,153
3327,178
3328,181
3329,176
3330,186
3331,167
3332,154
3333,173
3334,158
3335,181
3336,181
3337,155
3338,185
3339,160
3340,151
3341,179
3342,155
3343,183
3344,156
3345,170
3346,171
3347,170
3348,153
3349,166
3350,156
3351,171
3352,169
3353,181
3354,182
3355,168
3356,184
3357,180
3358,168
3359,159
3360,188
3361,186
3362,151
3363,184
3364,186
3365,179
3366,183
3367,178
3368,185
3369,160
3370,186
3371,152
3372,172
3373,175
3374,165
3375,163
3376,150
3377,155
3378,171
3379,180
3380,165
3381,183
3382,159
3383,159
3384,164
3385,160
3386,165
3387,167
3388,184
3389,160
3390,168
3391,179
3392,168
3393,185
3394,167
3395,184
3396,185
3397,159
3398,181
3399,155
3400,173
3401,151
3402,171
3403,168
3404,173
3405,186
3406,184
3407,151
3408,159
3409,169
3410,181
3411,181
3412,153
3413,156
3414,179
3415,157
3416,151
3417,171
3418,158
3419,158
3420,181
3421,159
3422,185
3423,172
3424,166
3425,172
3426,170
3427,153
3428,180
3429,183
3430,166
3431,179
3432,159
3433,157
3434,153
3435,177
3436,158
3437,168
3438,156
3439,151
3440,159
3441,150
3442,153
3443,179
3444,185
3445,158
3446,178
3447,181
3448,184
3449,163
3450,150
3451,172
3452,164
3453,183
3454,153
3455,167
3456,162
3457,152
3458,168
3459,159
3460,152
3461,182
3462,162
3463,158
3464,158
3465,156
3466,186
3467,173
3468,172
3469,154
3470,161
3471,164
3472,164
3473,179
3474,154
3475,180
3476,162
3477,182
3478,186
3479,161
3480,178
3481,182
3482,170
3483,159
3484,151
3485,158
3486,186
3487,171
3488,180
3489,185
